id,name,nationality,sex,dob,height,weight,sport,gold,silver,bronze
830288020,Otgontsetseg Galbadrakh,KAZ,female,1/25/1992,1.65,48,judo,0,0,1
374267293,Oussama Oueslati,TUN,male,3/24/1996,1.99,80,taekwondo,0,0,1
604177499,Panagiotis Mantis,GRE,male,9/30/1981,1.7,65,sailing,0,0,1
350338417,Panipak Wongpattanakit,THA,female,8/8/1997,1.73,49,taekwondo,0,0,1
522216516,Patimat Abakarova,AZE,female,10/23/1994,1.65,49,taekwondo,0,0,1
258619134,Patrick Hausding,GER,male,3/9/1989,1.8,77,aquatics,0,0,1
765058141,Patrick Wiencek,GER,male,3/22/1989,2,110,handball,0,0,1
899162102,Pau Gasol,ESP,male,7/6/1980,2.15,115,basketball,0,0,1
454655220,Paul Drux,GER,male,2/7/1995,1.92,106,handball,0,0,1
62996678,Pavlos Kagialis,GRE,male,7/14/1984,1.84,74,sailing,0,0,1
690076235,Peter Somfai,HUN,male,4/2/1980,1.88,85,fencing,0,0,1
289227297,Peter Wiersum,NED,male,11/1/1984,1.73,55,rowing,0,0,1
6323208,Petra Kvitova,CZE,female,3/8/1990,1.81,68,tennis,0,0,1
286704073,Philip Snyman,RSA,male,3/26/1987,1.88,95,rugby sevens,0,0,1
355129780,Phillip Dutton,USA,male,9/13/1963,1.68,68,equestrian,0,0,1
775856261,Pia-Sophie Oldhafer,GER,female,7/1/1992,1.66,55,hockey,0,0,1
637459176,Pierre le Coq,FRA,male,1/17/1989,1.86,72,sailing,0,0,1
556354189,Pietro Figlioli,ITA,male,5/29/1984,1.91,98,aquatics,0,0,1
39584129,Poliana Okimoto,BRA,female,3/8/1983,1.65,52,aquatics,0,0,1
327752493,Popoola Saliu,NGR,male,8/7/1994,1.7,,football,0,0,1
497917027,Qian Li,CHN,female,6/6/1990,1.8,,boxing,0,0,1
775207992,Race Imboden,USA,male,4/17/1993,1.86,74,fencing,0,0,1
667595731,Rachael Adams,USA,female,6/3/1990,1.88,81,volleyball,0,0,1
627998847,Radek Stepanek,CZE,male,11/27/1978,1.86,78,tennis,0,0,1
501691381,Rafael Silva,BRA,male,5/11/1987,2.03,160,judo,0,0,1
888503746,Rafal Majka,POL,male,9/12/1989,1.73,61,cycling,0,0,1
223728241,Rasmus Christian Quaade,DEN,male,1/7/1990,1.87,77,cycling,0,0,1
86534695,Rasul Chunayev,AZE,male,1/7/1991,1.71,66,wrestling,0,0,1
711142045,Rebecca Quinn,CAN,female,8/11/1995,1.76,66,football,0,0,1
18503067,Reneta Kamberova,BUL,female,9/12/1990,1.7,53,gymnastics,0,0,1
522982610,Rhian Wilkinson,CAN,female,5/12/1982,1.66,69,football,0,0,1
184879090,Ricky Rubio,ESP,male,10/21/1990,1.93,82,basketball,0,0,1
62001472,Rikke Moller Pedersen,DEN,female,1/9/1989,1.74,61,aquatics,0,0,1
54528524,Rishod Sobirov,UZB,male,9/11/1986,1.68,66,judo,0,0,1
740457326,Robert Luecken,NED,male,4/30/1985,1.99,95,rowing,0,0,1
650448560,Robert Meeuwsen,NED,male,3/21/1988,2.07,94,volleyball,0,0,1
64482420,Roman Anoshkin,RUS,male,8/31/1987,1.92,95,canoe,0,0,1
335845060,Ronald Rauhe,GER,male,10/3/1981,1.79,82,canoe,0,0,1
781979354,Roseline Filion,CAN,female,7/3/1987,1.54,53,aquatics,0,0,1
820935997,Rosko Specman,RSA,male,4/28/1989,1.74,81,rugby sevens,0,0,1
840917709,Roxana Cogianu,ROU,female,9/21/1986,1.8,72,rowing,0,0,1
514482932,Rudy Fernandez,ESP,male,4/4/1985,1.96,84,basketball,0,0,1
822684944,Rustam Tulaganov,UZB,male,10/8/1991,1.86,,boxing,0,0,1
379466742,Ruth Marie Christelle Gbagbi,CIV,female,2/7/1994,1.76,65,taekwondo,0,0,1
524440279,Ryan Tyack,AUS,male,6/2/1991,1.86,102,archery,0,0,1
105508843,Ryunosuke Haga,JPN,male,4/28/1991,1.86,100,judo,0,0,1
155945642,Sabah Shariati,AZE,male,1/1/1989,1.92,130,wrestling,0,0,1
574404234,Sabrina D Angelo,CAN,female,5/11/1993,1.73,71,football,0,0,1
966020626,Sadiq Umar,NGR,male,2/2/1997,1.72,,football,0,0,1
795286396,Saeid Morad Abdvali,IRI,male,11/4/1989,1.7,80,wrestling,0,0,1
249879747,Sakshi Malik,IND,female,9/3/1992,1.62,58,wrestling,0,0,1
189291344,Sally Conway,GBR,female,2/1/1987,1.67,70,judo,0,0,1
23788700,Sam Griffiths,AUS,male,5/27/1972,1.71,73,equestrian,0,0,1
835488067,Sam Kendricks,USA,male,9/7/1992,1.86,79,athletics,0,0,1
294472857,Sam Meech,NZL,male,4/4/1991,1.83,81,sailing,0,0,1
359187609,Sandrine Mainville,CAN,female,3/20/1992,1.73,66,aquatics,0,0,1
385623198,Sanna Solberg,NOR,female,6/16/1990,1.78,,handball,0,0,1
635644066,Sara Ahmed,EGY,female,1/1/1998,1.55,68,weightlifting,0,0,1
824809383,Sara Krnjic,SRB,female,7/15/1991,1.93,83,basketball,0,0,1
955540321,Sarah Elizabeth Robles,USA,female,8/1/1988,1.78,143,weightlifting,0,0,1
357200340,Sasa Cado,SRB,female,7/13/1989,1.78,72,basketball,0,0,1
458458780,Saturday Erimuya,NGR,male,1/10/1998,1.71,,football,0,0,1
715580856,Seabelo Senatla,RSA,male,2/10/1993,1.77,82,rugby sevens,0,0,1
429028627,Selin Oruz,GER,female,2/5/1997,1.72,60,hockey,0,0,1
536871163,Sergey Semenov,RUS,male,8/10/1995,1.87,130,wrestling,0,0,1
137541951,Serghei Tarnovschi,MDA,male,6/24/1997,1.78,80,canoe,0,0,1
157650129,Sergio Llull,ESP,male,11/15/1987,1.9,91,basketball,0,0,1
156131114,Sergio Rodriguez,ESP,male,6/12/1986,1.91,80,basketball,0,0,1
642221222,Sergiu Toma,UAE,male,1/29/1987,1.8,81,judo,0,0,1
732031439,Seung Chan Shin,KOR,female,12/6/1994,1.73,70,badminton,0,0,1
827053441,Shane Rose,AUS,male,4/24/1973,1.81,80,equestrian,0,0,1
297515398,Shanshan Feng,CHN,female,8/5/1989,1.72,85,golf,0,0,1
492459833,Sharif Sharifov,AZE,male,11/11/1988,1.8,97,wrestling,0,0,1
963097425,Shelina Zadorsky,CAN,female,10/24/1992,1.72,67,football,0,0,1
162371447,Shih-Chia Lin,TPE,female,5/20/1993,1.65,63,archery,0,0,1
522662655,Shmagi Bolkvadze,GEO,male,7/26/1994,1.7,66,wrestling,0,0,1
843868379,Shudi Deng,CHN,male,9/10/1991,1.63,58,gymnastics,0,0,1
972669681,Shun Wang,CHN,male,2/11/1994,1.91,81,aquatics,0,0,1
726164746,Siling Yi,CHN,female,5/6/1989,1.65,51,shooting,0,0,1
593561790,Silvio Heinevetter,GER,male,10/21/1984,1.94,99,handball,0,0,1
303411588,Sinphet Kruaithong,THA,male,8/22/1995,1.59,55,weightlifting,0,0,1
669523830,Sofia Magdalena Mattsson,SWE,female,11/11/1989,1.64,56,wrestling,0,0,1
592878786,Soner Demirtas,TUR,male,6/25/1991,1.7,74,wrestling,0,0,1
614626867,Song Guk Kim,PRK,male,10/5/1985,1.67,75,shooting,0,0,1
822430141,Song I Kim,PRK,female,8/10/1994,1.61,55,table tennis,0,0,1
51012324,Song Yu,CHN,female,8/6/1986,1.82,128,judo,0,0,1
765900580,Sonja Petrovic,SRB,female,2/18/1989,1.89,75,basketball,0,0,1
426389518,Sophie Hitchon,GBR,female,7/11/1991,1.7,75,athletics,0,0,1
563907426,Sophie Scheder,GER,female,1/7/1997,1.67,56,gymnastics,0,0,1
901973768,Sophie Schmidt,CAN,female,6/28/1988,1.72,68,football,0,0,1
298080547,Souleymane Diop Cissokho,FRA,male,7/4/1991,1.79,,boxing,0,0,1
574714431,Stanley Amuzie,NGR,male,2/28/1996,1.71,,football,0,0,1
392368733,Stefaniya Elfutina,RUS,female,1/27/1997,1.7,59,sailing,0,0,1
965767592,Stefano Tempesti,ITA,male,6/9/1979,2.05,100,aquatics,0,0,1
223169136,Stefany Hernandez,VEN,female,6/15/1991,1.65,65,cycling,0,0,1
675798889,Steffen Fath,GER,male,4/4/1990,1.99,97,handball,0,0,1
520458964,Steffen Peters,USA,male,9/18/1964,1.73,68,equestrian,0,0,1
318627222,Steffen Weinhold,GER,male,7/19/1986,1.91,94,handball,0,0,1
238315993,Stephanie Labbe,CAN,female,10/10/1986,1.78,63,football,0,0,1
769819070,Stephen Newbold,BAH,male,8/5/1994,,,athletics,0,0,1
600255721,Steve Johnson,USA,male,12/24/1989,1.88,86,tennis,0,0,1
590851106,Steven Gardiner,BAH,male,9/12/1995,1.88,,athletics,0,0,1
640785339,Steven Scott,GBR,male,1/10/1985,1.72,84,shooting,0,0,1
581997901,Stig-Andre Berge,NOR,male,7/20/1983,,,wrestling,0,0,1
945304583,Stine Bredal Oftedal,NOR,female,9/25/1991,1.68,,handball,0,0,1
85718684,Stuart Tinney,AUS,male,12/7/1964,1.8,71,equestrian,0,0,1
965284155,Taehun Kim,KOR,male,8/15/1994,1.82,59,taekwondo,0,0,1
654328504,Takanori Nagase,JPN,male,10/14/1993,1.81,81,judo,0,0,1
784189307,Takeshi Matsuda,JPN,male,6/23/1984,1.84,84,aquatics,0,0,1
874798045,Takuya Haneda,JPN,male,7/17/1987,1.75,70,canoe,0,0,1
800485643,Tamara Radocaj,SRB,female,12/23/1987,1.7,60,basketball,0,0,1
19585487,Tamas Kenderesi,HUN,male,12/13/1996,1.86,75,aquatics,0,0,1
835127329,Tamirat Tola,ETH,male,8/11/1991,1.81,59,athletics,0,0,1
644104998,Tanja Frank,AUT,female,1/24/1993,1.67,57,sailing,0,0,1
292576070,Taras Mishchuk,UKR,male,7/22/1995,1.87,85,canoe,0,0,1
192110887,Tatiana Logunova,RUS,female,7/3/1980,1.74,62,fencing,0,0,1
84694873,Taylor Sander,USA,male,3/17/1992,1.96,80,volleyball,0,0,1
288362768,Taylor Worth,AUS,male,1/8/1991,1.74,60,archery,0,0,1
670067598,Telma Monteiro,POR,female,12/27/1985,1.61,57,judo,0,0,1
23647767,Thibault Colard,FRA,male,1/13/1992,1.87,70,rowing,0,0,1
172048822,Thomas Baroukh,FRA,male,12/15/1987,1.83,70,rowing,0,0,1
475825949,Thomas Daley,GBR,male,5/21/1994,1.77,70,aquatics,0,0,1
112978529,Thomas Jaeschke,USA,male,9/4/1993,1.98,84,volleyball,0,0,1
870559020,Thomas Ploessel,GER,male,4/29/1988,1.81,80,sailing,0,0,1
514467487,Thomas Zajac,AUT,male,9/22/1985,1.8,77,sailing,0,0,1
566924681,Tim Agaba,RSA,male,7/23/1989,1.93,104,rugby sevens,0,0,1
375628571,Timm Herzbruch,GER,male,6/7/1997,1.8,76,hockey,0,0,1
169189076,Timo Boll,GER,male,3/8/1981,1.81,74,table tennis,0,0,1
231378561,Timur Oruz,GER,male,10/27/1994,1.86,87,hockey,0,0,1
373463162,Tirunesh Dibaba,ETH,female,6/1/1985,1.66,50,athletics,0,0,1
404535189,Tobias Hauke,GER,male,9/10/1987,1.83,81,hockey,0,0,1
999276272,Tobias Reichmann,GER,male,5/27/1988,1.88,87,handball,0,0,1
694130746,Tom Grambusch,GER,male,8/4/1995,1.85,85,hockey,0,0,1
674282266,Tomas Walsh,NZL,male,3/1/1992,1.85,125,athletics,0,0,1
189873894,Tone Wieten,NED,male,3/17/1994,2.01,102,rowing,0,0,1
287253228,Tonu Endrekson,EST,male,6/11/1979,1.98,104,rowing,0,0,1
8380241,Tsvetelina Naydenova,BUL,female,4/28/1994,1.68,49,gymnastics,0,0,1
39407530,Usman Muhammed,NGR,male,3/2/1994,1.69,,football,0,0,1
409519783,Uwe Gensheimer,GER,male,10/26/1986,1.88,88,handball,0,0,1
833598839,Valentino Gallo,ITA,male,7/17/1985,1.92,95,aquatics,0,0,1
386589042,Veronica Kristiansen,NOR,female,7/10/1990,1.75,,handball,0,0,1
885291469,Vicky Holland,GBR,female,1/12/1986,1.68,56,triathlon,0,0,1
753873468,Victor Claver,ESP,male,8/30/1988,2.06,107,basketball,0,0,1
940975705,Viktor Axelsen,DEN,male,1/4/1994,1.94,88,badminton,0,0,1
428647770,Violetta Kolobova,RUS,female,7/27/1991,1.76,64,fencing,0,0,1
806574554,Vitaly Dunaytsev,RUS,male,4/12/1992,1.74,,boxing,0,0,1
592631027,Vladimir Maslennikov,RUS,male,8/17/1994,1.71,73,shooting,0,0,1
610704045,Vladimir Nikitin,RUS,male,3/25/1990,1.65,,boxing,0,0,1
854069870,Volha Khudzenka,BLR,female,5/12/1992,1.78,78,canoe,0,0,1
358145132,Wei Pang,CHN,male,7/19/1986,1.78,77,shooting,0,0,1
71120079,Wenyi Huang,CHN,female,3/6/1991,1.78,63,rowing,0,0,1
466231516,Werner Kok,RSA,male,1/17/1993,1.8,91,rugby sevens,0,0,1
213332524,William Ekong,NGR,male,9/1/1993,1.75,,football,0,0,1
150307137,William Reid Priddy,USA,male,10/1/1977,1.94,89,volleyball,0,0,1
879180304,Willy Hernangomez,ESP,male,5/27/1994,2.1,115,basketball,0,0,1
984494121,Wojciech Nowicki,POL,male,2/22/1989,1.96,128,athletics,0,0,1
692957998,Xiuzhi Lu,CHN,female,10/26/1993,1.6,45,athletics,0,0,1
166545543,Xunzhao Cheng,CHN,male,2/9/1991,1.85,90,judo,0,0,1
872511641,Ya-Ting Tan,TPE,female,11/7/1993,1.58,53,archery,0,0,1
44353519,Yan Wang,CHN,female,10/30/1999,1.4,33,gymnastics,0,0,1
308918609,Yanan Sun,CHN,female,9/15/1992,1.61,51,wrestling,0,0,1
490068469,Yang Liu,CHN,male,9/10/1994,1.62,61,gymnastics,0,0,1
876086077,Yarden Gerbi,ISR,female,7/8/1989,1.69,63,judo,0,0,1
708840841,Yasmani Copello,TUR,male,4/15/1987,1.91,85,athletics,0,0,1
892955705,Yekaterina Larionova,KAZ,female,1/23/1994,1.58,63,wrestling,0,0,1
923838612,Yi Mao,CHN,female,9/16/1999,1.51,35,gymnastics,0,0,1
522417913,Yilin Fan,CHN,female,11/11/1999,1.48,37,gymnastics,0,0,1
607223536,Yoel Segundo Finol,VEN,male,9/21/1996,1.68,,boxing,0,0,1
50733042,Yuanhui Fu,CHN,female,1/7/1996,1.79,67,aquatics,0,0,1
517058377,Yuehong Li,CHN,male,8/28/1989,1.73,71,shooting,0,0,1
324618185,Yuki Kobori,JPN,male,11/25/1993,1.83,77,aquatics,0,0,1
491896324,Yunlei Zhao,CHN,female,8/25/1986,1.73,60,badminton,0,0,1
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
